Player,Week,Opponet ,Win/Loss,Rushing Attempts,Total Rushing Yards,Rushing Touchdowns,Passes Targetted,Passes caught,Total passing yards,Recieving_Touchdowns,Fantasy Points Per Game
 Adrian Peterson,17,at DAL,L 16-47,13,78,0,4,1,0,0,7.8
 Chris Thompson,17,at DAL,L 16-47,3,11,0,3,1,0,0,1.1
 Wendell Smallwood,17,at DAL,L 16-47,3,5,0,0,0,0,0,0.5
 Tarik Cohen,1,GB,L 3-10,0,0,0,10,8,49,0,4.9
 David Montgomery,1,GB,L 3-10,6,18,0,1,1,27,0,4.5
 Mike Davis,1,GB,L 3-10,5,19,0,7,6,17,0,3.6
 David Montgomery,2,at DEN,W 16-14,18,62,1,3,1,6,0,12.8
 Tarik Cohen,2,at DEN,W 16-14,4,18,0,5,2,7,0,2.5
 Mike Davis,2,at DEN,W 16-14,3,1,0,0,0,0,0,0.1
 David Montgomery,3,at WAS,W 31-15,13,67,0,3,3,14,0,8.1
 Tarik Cohen,3,at WAS,W 31-15,4,-2,0,4,2,26,0,2.4
 Mike Davis,3,at WAS,W 31-15,1,2,0,0,0,0,0,0.2
 Tarik Cohen,4,MIN,W 16-6,5,11,0,5,2,7,1,7.8
 David Montgomery,4,MIN,W 16-6,21,53,0,5,3,14,0,6.7
 David Montgomery,5,at LV,L 21-24,11,25,1,1,1,11,0,9.6
 Tarik Cohen,5,at LV,L 21-24,4,10,0,7,6,39,0,4.9
 Tarik Cohen,7,NO,L 25-36,3,10,0,12,9,19,0,2.9
 David Montgomery,7,NO,L 25-36,2,6,0,2,2,13,0,1.9
 David Montgomery,8,LAC,L 16-17,27,135,1,5,4,12,0,20.7
 Tarik Cohen,8,LAC,L 16-17,4,9,0,3,3,37,0,4.6
 Mike Davis,8,LAC,L 16-17,2,3,0,1,1,5,0,0.8
 David Montgomery,9,at PHI,L 14-22,14,40,2,4,3,36,0,19.6
 Tarik Cohen,9,at PHI,L 14-22,2,7,0,5,2,9,0,1.6
 Tarik Cohen,10,DET,W 20-13,3,14,0,4,4,23,1,9.7
 David Montgomery,10,DET,W 20-13,17,60,0,0,0,0,0,6.0
 Tarik Cohen,11,at LAR,L 7-17,9,39,0,6,5,35,1,13.4
 David Montgomery,11,at LAR,L 7-17,14,31,0,3,1,19,0,5.0
 Tarik Cohen,12,NYG,W 19-14,6,25,0,9,7,29,0,5.4
 David Montgomery,12,NYG,W 19-14,13,22,0,3,2,9,0,3.1
 David Montgomery,13,at DET,W 24-20,16,75,0,2,2,12,1,14.7
 Tarik Cohen,13,at DET,W 24-20,3,9,0,4,4,26,0,3.5
 David Montgomery,14,DAL,W 31-24,20,86,0,1,0,0,0,8.6
 Tarik Cohen,14,DAL,W 31-24,3,7,0,6,6,24,0,3.1
 Tarik Cohen,15,at GB,L 13-21,8,28,0,10,7,57,0,8.5
 David Montgomery,15,at GB,L 13-21,14,39,0,1,1,10,0,4.9
 David Montgomery,16,KC,L 3-26,13,57,0,1,1,2,0,5.9
 Tarik Cohen,16,KC,L 3-26,2,8,0,4,3,25,0,3.3
 David Montgomery,17,at MIN,W 21-19,23,113,1,0,0,0,0,17.3
 Tarik Cohen,17,at MIN,W 21-19,4,20,0,10,9,44,0,6.4
 Ryan Nall,17,at MIN,W 21-19,2,8,0,0,0,0,0,0.8
Kerryon Johnson,1,at ARI,T,16,49,0,2,2,13,0,6.2
 C.J. Anderson,1,at ARI,T,11,35,0,0,0,0,0,3.5
 J.D. McKissic,1,at ARI,T,0,0,0,2,2,24,0,2.4
 Ty Johnson,1,at ARI,T,1,6,0,0,0,0,0,0.6
 Nick Bawden,1,at ARI,T,0,0,0,1,1,0,0,0.0
 Kerryon Johnson,2,LAC,W 13-10,12,41,0,3,2,47,1,14.8
 Ty Johnson,2,LAC,W 13-10,5,30,0,2,2,6,0,3.6
 C.J. Anderson,2,LAC,W 13-10,5,8,0,0,0,0,0,0.8
 J.D. McKissic,2,LAC,W 13-10,2,2,0,0,0,0,0,0.2
 Kerryon Johnson,3,at PHI,W 27-24,20,36,1,1,1,7,0,10.3
 J.D. McKissic,3,at PHI,W 27-24,1,44,0,0,0,0,0,4.4
 Nick Bawden,3,at PHI,W 27-24,0,0,0,1,1,10,0,1.0
 Ty Johnson,3,at PHI,W 27-24,4,5,0,2,1,0,0,0.5
 Kerryon Johnson,4,KC,L 30-34,26,125,0,3,2,32,0,15.7
 J.D. McKissic,4,KC,L 30-34,4,30,0,2,1,11,0,4.1
 Ty Johnson,4,KC,L 30-34,3,13,0,1,1,1,0,1.4
 Nick Bawden,4,KC,L 30-34,0,0,0,2,1,4,0,0.4
 Kerryon Johnson,6,at GB,L 22-23,13,34,1,4,2,27,0,12.1
 J.D. McKissic,6,at GB,L 22-23,3,4,0,3,2,7,0,1.1
 Nick Bawden,6,at GB,L 22-23,0,0,0,1,0,0,0,0.0
 J.D. McKissic,7,MIN,L 30-42,5,29,0,3,2,31,0,6.0
 Ty Johnson,7,MIN,L 30-42,10,29,0,4,4,28,0,5.7
 Kerryon Johnson,7,MIN,L 30-42,5,23,0,1,0,0,0,2.3
 Ty Johnson,8,NYG,W 31-26,7,25,0,4,1,13,0,3.8
 Tra Carson,8,NYG,W 31-26,12,34,0,0,0,0,0,3.4
 Paul Perkins,8,NYG,W 31-26,3,4,0,0,0,0,0,0.4
 J.D. McKissic,8,NYG,W 31-26,1,-1,0,3,3,2,0,0.1
 J.D. McKissic,9,at LV,L 24-31,4,32,0,4,3,40,1,13.2
 Ty Johnson,9,at LV,L 24-31,9,29,0,3,3,7,0,3.6
 Paul Perkins,9,at LV,L 24-31,2,16,0,0,0,0,0,1.6
 J.D. McKissic,10,at CHI,L 13-20,10,36,0,7,6,19,0,5.5
 Ty Johnson,10,at CHI,L 13-20,5,16,0,1,1,3,0,1.9
 Paul Perkins,10,at CHI,L 13-20,7,9,0,1,1,9,0,1.8
 Nick Bawden,10,at CHI,L 13-20,0,0,0,1,1,3,0,0.3
 Bo Scarbrough,11,DAL,L 27-35,14,55,1,0,0,0,0,11.5
 J.D. McKissic,11,DAL,L 27-35,3,13,0,4,3,40,0,5.3
 Ty Johnson,11,DAL,L 27-35,2,6,0,1,1,0,0,0.6
 Bo Scarbrough,12,at WAS,L 16-19,18,98,0,1,0,0,0,9.8
 Ty Johnson,12,at WAS,L 16-19,4,11,0,2,2,10,0,2.1
 J.D. McKissic,12,at WAS,L 16-19,1,3,0,2,2,17,0,2.0
 Bo Scarbrough,13,CHI,L 20-24,21,83,0,0,0,0,0,8.3
 Ty Johnson,13,CHI,L 20-24,3,12,0,3,3,17,0,2.9
 J.D. McKissic,13,CHI,L 20-24,2,9,0,3,3,15,0,2.4
 Bo Scarbrough,14,at MIN,L 7-20,19,65,0,3,1,5,0,7.0
 J.D. McKissic,14,at MIN,L 7-20,1,2,0,4,4,16,0,1.8
 Ty Johnson,14,at MIN,L 7-20,2,3,0,1,1,7,0,1.0
 Wes Hills,15,TB,L 17-38,10,21,2,2,2,1,0,14.2
 Ty Johnson,15,TB,L 17-38,2,3,0,5,4,17,0,2.0
 J.D. McKissic,15,TB,L 17-38,1,2,0,3,2,7,0,0.9
 Kerryon Johnson,16,at DEN,L 17-27,10,42,0,1,1,1,0,4.3
 Bo Scarbrough,16,at DEN,L 17-27,8,34,0,0,0,0,0,3.4
 Ty Johnson,16,at DEN,L 17-27,3,20,0,0,0,0,0,2.0
 Kerryon Johnson,17,GB,L 20-23,11,53,1,0,0,0,0,11.3
 Ty Johnson,17,GB,L 20-23,3,65,0,2,0,0,0,6.5
 Bo Scarbrough,17,GB,L 20-23,9,42,0,0,0,0,0,4.2
 J.D. McKissic,17,GB,L 20-23,0,0,0,2,1,4,0,0.4
Giovani Bernard,1,at SEA,L 20-21,7,21,0,3,2,42,0,6.3
 Joe Mixon,1,at SEA,L 20-21,6,10,0,3,2,7,0,1.7
 Joe Mixon,2,SF,L 17-41,11,17,0,5,3,10,0,2.7
 Giovani Bernard,2,SF,L 17-41,6,6,0,3,1,7,0,1.3
 Joe Mixon,3,at BUF,L 17-21,15,60,0,2,2,34,1,15.4
 Giovani Bernard,3,at BUF,L 17-21,3,5,0,2,2,7,0,1.2
 Joe Mixon,4,at PIT,L 3-27,15,62,0,5,4,1,0,6.3
 Giovani Bernard,4,at PIT,L 3-27,1,3,0,6,4,16,0,1.9
 Joe Mixon,5,ARI,L 23-26,19,93,0,1,1,16,0,10.9
 Giovani Bernard,5,ARI,L 23-26,2,10,0,3,3,16,0,2.6
 Joe Mixon,6,at BAL,L 17-23,8,10,0,3,2,29,0,3.9
 Giovani Bernard,6,at BAL,L 17-23,4,4,0,3,2,20,0,2.4
 Joe Mixon,7,JAC,L 17-27,10,2,0,2,1,2,1,6.4
 Giovani Bernard,7,JAC,L 17-27,4,0,0,3,2,4,0,0.4
 Joe Mixon,8,at LAR,L 10-24,17,66,0,4,4,11,1,13.7
 Giovani Bernard,8,at LAR,L 10-24,3,31,0,2,2,14,0,4.5
 Joe Mixon,10,BAL,L 13-49,30,114,0,3,2,37,0,15.1
 Giovani Bernard,10,BAL,L 13-49,4,8,0,1,1,0,0,0.8
 Joe Mixon,11,at LV,L 10-17,15,86,1,3,1,17,0,16.3
 Giovani Bernard,11,at LV,L 10-17,3,30,0,3,1,16,0,4.6
 Joe Mixon,12,PIT,L 10-16,18,79,0,0,0,0,0,7.9
 Giovani Bernard,12,PIT,L 10-16,1,-1,0,3,3,31,0,3.0
 Joe Mixon,13,NYJ,W 22-6,19,44,1,4,4,26,0,13.0
 Giovani Bernard,13,NYJ,W 22-6,1,4,0,2,1,8,0,1.2
 Joe Mixon,14,at CLE,L 19-27,23,146,1,4,3,40,0,24.6
 Giovani Bernard,14,at CLE,L 19-27,4,15,0,3,2,31,0,4.6
 Joe Mixon,15,NE,L 13-34,25,136,0,3,3,20,0,15.6
 Giovani Bernard,15,NE,L 13-34,5,27,0,2,2,10,0,3.7
 Joe Mixon,16,at MIA,L 35-38,21,50,0,2,2,23,0,7.3
 Giovani Bernard,16,at MIA,L 35-38,2,3,0,3,2,12,0,1.5
 Joe Mixon,17,CLE,W 33-23,26,162,2,1,1,14,0,29.6
 Giovani Bernard,17,CLE,W 33-23,3,4,0,1,0,0,0,0.4
Leonard Fournette,1,KC,L 26-40,13,66,0,6,4,28,0,9.4
 Ryquell Armstead,1,KC,L 26-40,1,7,0,1,0,0,0,0.7
 Leonard Fournette,2,at HOU,L 12-13,15,47,0,6,4,40,0,8.7
 Leonard Fournette,3,TEN,W 20-7,15,66,0,8,6,26,0,9.2
 Leonard Fournette,4,at DEN,W 26-24,29,225,0,3,2,20,0,24.5
 Ryquell Armstead,4,at DEN,W 26-24,8,42,0,1,1,7,1,10.9
 Leonard Fournette,5,at CAR,L 27-34,23,108,1,7,4,29,0,19.7
 Ryquell Armstead,5,at CAR,L 27-34,1,-1,0,1,1,7,0,0.6
 Leonard Fournette,6,NO,L 6-13,20,72,0,6,6,46,0,11.8
 Ryquell Armstead,6,NO,L 6-13,1,1,0,0,0,0,0,0.1
 Leonard Fournette,7,at CIN,W 27-17,29,131,0,2,2,14,0,14.5
 Ryquell Armstead,7,at CIN,W 27-17,3,3,0,1,0,0,0,0.3
 Leonard Fournette,8,NYJ,W 29-15,19,76,0,7,7,60,0,13.6
 Ryquell Armstead,8,NYJ,W 29-15,6,7,0,0,0,0,0,0.7
 Leonard Fournette,9,HOU,L 3-26,11,40,0,6,5,32,0,7.2
 Ryquell Armstead,9,HOU,L 3-26,0,0,0,5,5,65,0,6.5
 Leonard Fournette,11,at IND,L 13-33,8,23,0,7,7,34,0,5.7
 Ryquell Armstead,11,at IND,L 13-33,1,6,0,2,2,13,0,1.9
 Leonard Fournette,12,at TEN,L 20-42,24,97,2,12,9,62,0,27.9
 Ryquell Armstead,12,at TEN,L 20-42,0,0,0,1,0,0,0,0.0
 Leonard Fournette,13,TB,L 11-28,14,38,0,11,9,53,0,9.1
 Ryquell Armstead,13,TB,L 11-28,0,0,0,1,0,0,0,0.0
 Leonard Fournette,14,LAC,L 10-45,15,50,0,6,3,13,0,6.3
 Ryquell Armstead,14,LAC,L 10-45,2,7,0,2,0,0,0,0.7
 Leonard Fournette,15,at LV,W 20-16,15,42,0,7,5,31,0,7.3
 Ryquell Armstead,15,at LV,W 20-16,1,1,0,0,0,0,0,0.1
 Leonard Fournette,16,at ATL,L 12-24,15,71,0,6,3,34,0,10.5
 Ryquell Armstead,16,at ATL,L 12-24,1,2,0,0,0,0,0,0.2
 Ryquell Armstead,17,IND,W 38-20,10,33,0,9,5,52,1,14.5
 Devine Ozigbo,17,IND,W 38-20,9,27,0,5,3,23,0,5.0
Devin Singletary,1,at NYJ,W 17-16,4,70,0,6,5,28,0,9.8
 Frank Gore,1,at NYJ,W 17-16,11,20,0,0,0,0,0,2.0
 Patrick DiMarco,1,at NYJ,W 17-16,0,0,0,2,2,9,0,0.9
 Frank Gore,2,at NYG,W 28-14,19,68,1,2,2,15,0,14.3
 Devin Singletary,2,at NYG,W 28-14,6,57,1,0,0,0,0,11.7
 Patrick DiMarco,2,at NYG,W 28-14,1,1,0,1,1,3,0,0.4
 Frank Gore,3,CIN,W 21-17,14,76,1,2,2,13,0,14.9
 T.J. Yeldon,3,CIN,W 21-17,8,30,0,3,2,19,0,4.9
 Frank Gore,4,NE,L 10-16,17,109,0,1,0,0,0,10.9
 T.J. Yeldon,4,NE,L 10-16,0,0,0,4,4,68,0,6.8
 Frank Gore,5,at TEN,W 14-7,14,60,0,2,2,9,0,6.9
 T.J. Yeldon,5,at TEN,W 14-7,2,15,0,4,4,13,0,2.8
 Frank Gore,7,MIA,W 31-21,11,55,0,1,1,11,0,6.6
 Patrick DiMarco,7,MIA,W 31-21,1,4,0,1,1,27,0,3.1
 Devin Singletary,7,MIA,W 31-21,7,26,0,0,0,0,0,2.6
 Devin Singletary,8,PHI,L 13-31,3,19,0,6,4,30,1,10.9
 Frank Gore,8,PHI,L 13-31,9,34,0,0,0,0,0,3.4
 Patrick DiMarco,8,PHI,L 13-31,0,0,0,1,0,0,0,0.0
 Devin Singletary,9,WAS,W 24-9,20,95,1,4,3,45,0,20.0
 Frank Gore,9,WAS,W 24-9,11,15,0,0,0,0,0,1.5
 Devin Singletary,10,at CLE,L 16-19,8,42,0,6,3,8,0,5.0
 Frank Gore,10,at CLE,L 16-19,5,12,0,1,1,4,0,1.6
 Patrick DiMarco,10,at CLE,L 16-19,1,2,0,1,1,2,0,0.4
 Devin Singletary,11,at MIA,W 37-20,15,75,0,1,1,4,0,7.9
 Frank Gore,11,at MIA,W 37-20,11,27,0,2,1,18,0,4.5
 Devin Singletary,12,DEN,W 20-3,21,106,0,2,1,8,0,11.4
 Frank Gore,12,DEN,W 20-3,15,65,0,0,0,0,0,6.5
 Devin Singletary,13,at DAL,W 26-15,14,63,0,4,3,38,1,16.1
 Frank Gore,13,at DAL,W 26-15,9,11,0,1,1,14,0,2.5
 Devin Singletary,14,BAL,L 17-24,17,89,0,8,6,29,0,11.8
 Frank Gore,14,BAL,L 17-24,4,6,0,0,0,0,0,0.6
 Devin Singletary,15,at PIT,W 17-10,21,87,0,3,2,2,0,8.9
 Frank Gore,15,at PIT,W 17-10,10,15,0,0,0,0,0,1.5
 Patrick DiMarco,15,at PIT,W 17-10,0,0,0,1,0,0,0,0.0
 Devin Singletary,16,at NE,L 17-24,15,46,0,1,1,2,0,4.8
 T.J. Yeldon,17,NYJ,L 6-13,7,18,0,4,3,24,0,4.2
 Frank Gore,17,NYJ,L 6-13,6,26,0,4,3,16,0,4.2
 Senorise Perry,17,NYJ,L 6-13,3,3,0,1,1,1,0,0.4
Le'Veon Bell,1,BUF,L 16-17,17,60,0,9,6,32,1,15.2
 Ty Montgomery,1,BUF,L 16-17,2,4,0,0,0,0,0,0.4
 Le'Veon Bell,2,CLE,L 3-23,21,68,0,10,10,61,0,12.9
 Ty Montgomery,2,CLE,L 3-23,3,25,0,3,3,15,0,4.0
 Le'Veon Bell,3,at NE,L 14-30,18,35,0,4,4,28,0,6.3
 Ty Montgomery,3,at NE,L 14-30,2,1,0,1,0,0,0,0.1
 Le'Veon Bell,5,at PHI,L 6-31,15,43,0,9,7,45,0,8.8
 Bilal Powell,5,at PHI,L 6-31,1,4,0,0,0,0,0,0.4
 Ty Montgomery,5,at PHI,L 6-31,2,1,0,0,0,0,0,0.1
 Le'Veon Bell,6,DAL,W 24-22,14,50,1,1,1,3,0,11.3
 Ty Montgomery,6,DAL,W 24-22,0,0,0,3,3,17,0,1.7
 Bilal Powell,6,DAL,W 24-22,1,5,0,1,0,0,0,0.5
 Le'Veon Bell,7,NE,L 0-33,15,70,0,4,1,6,0,7.6
 Ty Montgomery,7,NE,L 0-33,2,9,0,1,0,0,0,0.9
 Bilal Powell,7,NE,L 0-33,1,3,0,0,0,0,0,0.3
 Le'Veon Bell,8,at JAC,L 15-29,8,23,0,5,3,12,0,3.5
 Bilal Powell,8,at JAC,L 15-29,4,11,0,0,0,0,0,1.1
 Le'Veon Bell,9,at MIA,L 18-26,17,66,0,9,8,55,0,12.1
 Bilal Powell,9,at MIA,L 18-26,2,16,0,0,0,0,0,1.6
 Le'Veon Bell,10,NYG,W 34-27,18,34,1,4,4,34,0,12.8
 Bilal Powell,10,NYG,W 34-27,7,15,0,0,0,0,0,1.5
 Le'Veon Bell,11,at WAS,W 34-17,18,59,1,2,2,33,0,15.2
 Bilal Powell,11,at WAS,W 34-17,7,42,0,2,1,5,0,4.7
 Ty Montgomery,11,at WAS,W 34-17,2,11,0,1,0,0,0,1.1
 Josh Adams,11,at WAS,W 34-17,4,6,0,0,0,0,0,0.6
 Le'Veon Bell,12,LV,W 34-3,12,49,0,5,5,59,0,10.8
 Ty Montgomery,12,LV,W 34-3,5,2,0,2,1,21,0,2.3
 Bilal Powell,12,LV,W 34-3,5,15,0,2,1,5,0,2.0
 Josh Adams,12,LV,W 34-3,4,6,0,0,0,0,0,0.6
 Le'Veon Bell,13,at CIN,L 6-22,10,32,0,5,4,35,0,6.7
 Bilal Powell,13,at CIN,L 6-22,4,14,0,2,2,4,0,1.8
 Ty Montgomery,13,at CIN,L 6-22,1,7,0,1,1,1,0,0.8
 Bilal Powell,14,MIA,W 22-21,19,74,0,3,2,14,0,8.8
 Ty Montgomery,14,MIA,W 22-21,9,31,0,3,3,30,0,6.1
 Le'Veon Bell,15,at BAL,L 21-42,21,87,0,2,2,1,0,8.8
 Ty Montgomery,15,at BAL,L 21-42,2,5,0,1,1,5,0,1.0
 Le'Veon Bell,16,PIT,W 16-10,25,72,0,4,4,21,0,9.3
 Ty Montgomery,16,PIT,W 16-10,2,7,0,1,1,1,0,0.8
 Bilal Powell,16,PIT,W 16-10,1,3,0,2,1,5,0,0.8
 Le'Veon Bell,17,at BUF,W 13-6,16,41,0,5,5,36,0,7.7
 Bilal Powell,17,at BUF,W 13-6,7,27,0,0,0,0,0,2.7
 Kenyan Drake,1,BAL,L 10-59,4,12,0,3,2,15,0,2.7
 Kalen Ballage,1,BAL,L 10-59,5,-1,0,1,1,13,0,1.2
 Mark Walton,1,BAL,L 10-59,1,1,0,0,0,0,0,0.1
 Kenyan Drake,2,NE,L 0-43,6,19,0,6,5,29,0,4.8
 Mark Walton,2,NE,L 0-43,3,15,0,2,1,12,0,2.7
 Kalen Ballage,2,NE,L 0-43,4,6,0,5,1,6,0,1.2
 Kenyan Drake,3,at DAL,L 6-31,12,38,0,6,3,34,0,7.2
 Kalen Ballage,3,at DAL,L 6-31,8,17,0,3,1,10,0,2.7
 Kenyan Drake,4,LAC,L 10-30,9,44,0,5,3,29,0,7.3
 Mark Walton,4,LAC,L 10-30,6,23,0,2,2,11,0,3.4
 Kalen Ballage,4,LAC,L 10-30,2,7,0,1,0,0,0,0.7
 Mark Walton,6,WAS,L 16-17,6,32,0,6,5,43,0,7.5
 Kenyan Drake,6,WAS,L 16-17,10,40,0,9,6,30,0,7.0
 Kalen Ballage,6,WAS,L 16-17,3,7,1,0,0,0,0,6.7
 Kalen Ballage,7,at BUF,L 21-31,3,7,1,0,0,0,0,6.7
 Mark Walton,7,at BUF,L 21-31,14,66,0,1,1,-8,0,5.8
 Kenyan Drake,7,at BUF,L 21-31,6,21,0,4,3,37,0,5.8
 Mark Walton,8,at PIT,L 14-27,11,35,0,6,3,19,0,5.4
 Kalen Ballage,8,at PIT,L 14-27,3,8,0,1,1,11,0,1.9
 Mark Walton,9,NYJ,W 26-18,12,29,0,4,3,12,0,4.1
 Kalen Ballage,9,NYJ,W 26-18,7,19,0,1,0,0,0,1.9
 Kalen Ballage,10,at IND,W 16-12,20,43,0,4,4,2,0,4.5
 Patrick Laird,10,at IND,W 16-12,2,4,0,2,2,15,0,1.9
 Myles Gaskin,10,at IND,W 16-12,0,0,0,1,1,0,0,0.0
 Kalen Ballage,11,BUF,L 20-37,9,9,1,6,5,8,0,7.7
 Patrick Laird,11,BUF,L 20-37,1,7,0,6,6,51,0,5.8
 Myles Gaskin,11,BUF,L 20-37,1,0,0,1,0,0,0,0.0
 Kalen Ballage,12,at CLE,L 24-41,7,13,0,1,1,13,0,2.6
 Patrick Laird,12,at CLE,L 24-41,3,20,0,1,0,0,0,2.0
 Myles Gaskin,12,at CLE,L 24-41,4,10,0,1,1,7,0,1.7
 Patrick Laird,13,PHI,W 37-31,10,5,1,5,4,43,0,10.8
 Myles Gaskin,13,PHI,W 37-31,2,20,0,1,1,6,0,2.6
 Kalen Ballage,13,PHI,W 37-31,3,0,0,1,0,0,0,0.0
 Patrick Laird,14,at NYJ,L 21-22,15,48,0,5,4,38,0,8.6
 Myles Gaskin,14,at NYJ,L 21-22,4,5,0,2,1,6,0,1.1
 Myles Gaskin,15,at NYG,L 20-36,9,43,0,3,2,29,0,7.2
 Patrick Laird,15,at NYG,L 20-36,12,46,0,5,2,8,0,5.4
 Myles Gaskin,16,CIN,W 38-35,16,55,1,3,1,3,0,11.8
 Patrick Laird,16,CIN,W 38-35,8,17,0,1,1,1,0,1.8
 De'Lance Turner,16,CIN,W 38-35,4,6,0,0,0,0,0,0.6
 Patrick Laird,17,at NE,W 27-24,11,21,0,5,4,48,0,6.9
 Samaje Perine,17,at NE,W 27-24,5,16,0,0,0,0,0,1.6
