,Player,Week,Opponet ,Win/Loss,Rushing Attempts,Total Rushing Yards,Rushing Touchdowns,Passes Targetted,Passes caught,Total passing yards,Recieving_Touchdowns,Fantasy Points Per Game
276, Reggie Bonnafon,9,TEN,W 30-20,3,6,0,1,1,7,0,1.3
277, Christian McCaffrey,10,at GB,L 16-24,20,108,1,7,6,33,0,20.1
278, Christian McCaffrey,11,ATL,L 3-29,14,70,0,14,11,121,0,19.1
279, Reggie Bonnafon,11,ATL,L 3-29,0,0,0,3,2,8,0,0.8
280, Christian McCaffrey,12,at NO,L 31-34,22,64,1,9,9,69,1,25.3
281, Alex Armah,12,at NO,L 31-34,1,0,0,0,0,0,0,0.0
282, Christian McCaffrey,13,WAS,L 21-29,14,44,0,13,7,58,0,10.2
283, Alex Armah,13,WAS,L 21-29,1,2,0,0,0,0,0,0.2
284, Christian McCaffrey,14,at ATL,L 20-40,11,53,0,12,11,82,0,13.5
285, Reggie Bonnafon,14,at ATL,L 20-40,1,6,0,0,0,0,0,0.6
286, Christian McCaffrey,15,SEA,L 24-30,19,87,2,10,8,88,0,29.5
287, Christian McCaffrey,16,at IND,L 6-38,13,54,0,15,15,119,0,17.3
288, Reggie Bonnafon,16,at IND,L 6-38,2,12,0,0,0,0,0,1.2
289, Christian McCaffrey,17,NO,L 10-42,9,26,1,10,7,72,0,15.8
290, Reggie Bonnafon,17,NO,L 10-42,2,3,0,2,2,39,0,4.2
291, Mike Davis,17,NO,L 10-42,2,2,0,0,0,0,0,0.2
292,Darren Sproles,1,WAS,W 32-27,9,47,0,3,3,16,0,6.3
293, Jordan Howard,1,WAS,W 32-27,6,44,0,3,2,11,0,5.5
294, Miles Sanders,1,WAS,W 32-27,11,25,0,2,1,2,0,2.7
295, Miles Sanders,2,at ATL,L 20-24,10,28,0,4,3,9,0,3.7
296, Jordan Howard,2,at ATL,L 20-24,8,18,0,1,1,8,0,2.6
297, Darren Sproles,2,at ATL,L 20-24,0,0,0,3,2,5,0,0.5
298, Corey Clement,2,at ATL,L 20-24,0,0,0,0,0,0,0,0.0
299, Miles Sanders,3,DET,L 24-27,13,53,0,4,2,73,0,12.6
300, Jordan Howard,3,DET,L 24-27,11,37,1,1,0,0,0,9.7
301, Darren Sproles,3,DET,L 24-27,2,4,0,1,0,0,0,0.4
302, Jordan Howard,4,at GB,W 34-27,15,87,2,4,3,28,1,29.5
303, Miles Sanders,4,at GB,W 34-27,11,72,0,0,0,0,0,7.2
304, Darren Sproles,4,at GB,W 34-27,1,4,0,0,0,0,0,0.4
305, Jordan Howard,5,NYJ,W 31-6,13,62,1,0,0,0,0,12.2
306, Miles Sanders,5,NYJ,W 31-6,9,15,0,5,4,49,0,6.4
307, Darren Sproles,5,NYJ,W 31-6,3,4,0,1,0,0,0,0.4
308, Corey Clement,5,NYJ,W 31-6,0,0,0,0,0,0,0,0.0
309, Miles Sanders,6,at MIN,L 20-38,3,6,0,3,3,86,1,15.2
310, Jordan Howard,6,at MIN,L 20-38,13,49,0,0,0,0,0,4.9
311, Boston Scott,6,at MIN,L 20-38,4,30,0,0,0,0,0,3.0
312, Jordan Howard,7,at DAL,L 10-37,11,50,0,2,2,6,0,5.6
313, Boston Scott,7,at DAL,L 10-37,7,32,0,1,1,5,0,3.7
314, Miles Sanders,7,at DAL,L 10-37,6,21,0,3,3,11,0,3.2
315, Miles Sanders,8,at BUF,W 31-13,3,74,1,3,3,44,0,17.8
316, Jordan Howard,8,at BUF,W 31-13,23,96,1,2,1,15,0,17.1
317, Boston Scott,8,at BUF,W 31-13,5,6,1,0,0,0,0,6.6
318, Jordan Howard,9,CHI,W 22-14,19,82,1,1,1,1,0,14.3
319, Miles Sanders,9,CHI,W 22-14,10,42,0,3,3,31,0,7.3
320, Darren Sproles,9,CHI,W 22-14,2,7,0,2,1,3,0,1.0
321, Miles Sanders,11,NE,L 10-17,11,38,0,4,2,9,0,4.7
322, Boston Scott,11,NE,L 10-17,7,26,0,0,0,0,0,2.6
323, Miles Sanders,12,SEA,L 9-17,12,63,0,5,3,23,0,8.6
324, Jay Ajayi,12,SEA,L 9-17,6,16,0,0,0,0,0,1.6
325, Miles Sanders,13,at MIA,L 31-37,17,83,0,5,5,22,1,16.5
326, Jay Ajayi,13,at MIA,L 31-37,2,9,0,0,0,0,0,0.9
327, Boston Scott,14,NYG,W 23-17,10,59,1,6,6,69,0,18.8
328, Miles Sanders,14,NYG,W 23-17,15,45,0,5,4,24,0,6.9
329, Jay Ajayi,14,NYG,W 23-17,2,5,0,1,0,0,0,0.5
330, Miles Sanders,15,at WAS,W 37-27,19,122,1,6,6,50,1,29.2
331, Boston Scott,15,at WAS,W 37-27,6,26,0,7,7,39,0,6.5
332, Miles Sanders,16,DAL,W 17-9,20,79,1,6,5,77,0,21.6
333, Boston Scott,16,DAL,W 17-9,3,12,0,6,6,7,0,1.9
334, Boston Scott,17,at NYG,W 34-17,19,54,3,6,4,84,0,31.8
335, Miles Sanders,17,at NYG,W 34-17,9,52,0,5,3,-1,0,5.1
336, Mark Ingram,1,at MIA,W 59-10,14,107,2,0,0,0,0,22.7
337, Patrick Ricard,1,at MIA,W 59-10,0,0,0,1,1,1,1,6.1
338, Gus Edwards,1,at MIA,W 59-10,17,56,0,0,0,0,0,5.6
339, Justice Hill,1,at MIA,W 59-10,7,27,0,0,0,0,0,2.7
340, Mark Ingram,2,ARI,W 23-17,13,47,0,2,2,30,0,7.7
341, Justice Hill,2,ARI,W 23-17,1,4,0,2,1,10,0,1.4
342, Gus Edwards,2,ARI,W 23-17,3,11,0,0,0,0,0,1.1
343, Patrick Ricard,2,ARI,W 23-17,0,0,0,1,1,3,0,0.3
344, Mark Ingram,3,at KC,L 28-33,16,103,3,4,4,32,0,31.5
345, Gus Edwards,3,at KC,L 28-33,7,53,0,2,2,15,0,6.8
346, Justice Hill,3,at KC,L 28-33,1,1,0,3,0,0,0,0.1
347, Mark Ingram,4,CLE,L 25-40,12,71,0,1,1,0,0,7.1
348, Gus Edwards,4,CLE,L 25-40,6,28,0,1,1,8,0,3.6
349, Justice Hill,4,CLE,L 25-40,2,8,0,2,2,9,0,1.7
350, Mark Ingram,5,at PIT,W 26-23,19,44,1,2,2,5,0,10.9
351, Gus Edwards,5,at PIT,W 26-23,5,17,0,1,1,6,0,2.3
352, Justice Hill,5,at PIT,W 26-23,2,7,0,0,0,0,0,0.7
353, Mark Ingram,6,CIN,W 23-17,13,52,1,2,2,22,0,13.4
354, Gus Edwards,6,CIN,W 23-17,6,34,0,0,0,0,0,3.4
355, Justice Hill,6,CIN,W 23-17,5,31,0,0,0,0,0,3.1
356, Patrick Ricard,6,CIN,W 23-17,0,0,0,1,1,6,0,0.6
357, Mark Ingram,7,at SEA,W 30-16,12,46,0,1,1,7,0,5.3
358, Gus Edwards,7,at SEA,W 30-16,8,35,0,0,0,0,0,3.5
359, Mark Ingram,9,NE,W 37-20,15,115,0,3,2,29,0,14.4
360, Gus Edwards,9,NE,W 37-20,7,27,1,0,0,0,0,8.7
361, Patrick Ricard,9,NE,W 37-20,0,0,0,1,1,8,0,0.8
362, Justice Hill,9,NE,W 37-20,3,7,0,1,0,0,0,0.7
363, Mark Ingram,10,at CIN,W 49-13,9,34,1,0,0,0,0,9.4
364, Gus Edwards,10,at CIN,W 49-13,4,17,0,0,0,0,0,1.7
365, Justice Hill,10,at CIN,W 49-13,3,11,0,0,0,0,0,1.1
366, Mark Ingram,11,HOU,W 41-7,13,48,0,4,3,37,2,20.5
367, Gus Edwards,11,HOU,W 41-7,8,112,1,0,0,0,0,17.2
368, Justice Hill,11,HOU,W 41-7,5,18,0,1,1,9,0,2.7
369, Patrick Ricard,11,HOU,W 41-7,0,0,0,3,3,27,0,2.7
370, Mark Ingram,12,at LAR,W 45-6,15,111,1,1,1,7,1,23.8
371, Gus Edwards,12,at LAR,W 45-6,14,55,0,0,0,0,0,5.5
372, Justice Hill,12,at LAR,W 45-6,8,27,0,0,0,0,0,2.7
373, Mark Ingram,13,SF,W 20-17,15,59,0,2,2,3,0,6.2
374, Gus Edwards,13,SF,W 20-17,6,15,0,1,1,7,0,2.2
375, Justice Hill,13,SF,W 20-17,1,3,0,0,0,0,0,0.3
376, Patrick Ricard,13,SF,W 20-17,0,0,0,2,1,2,0,0.2
377, Mark Ingram,14,at BUF,W 24-17,15,50,0,3,3,29,0,7.9
378, Gus Edwards,14,at BUF,W 24-17,4,20,0,0,0,0,0,2.0
379, Justice Hill,14,at BUF,W 24-17,3,8,0,0,0,0,0,0.8
380, Mark Ingram,15,NYJ,W 42-21,13,76,1,2,1,10,1,20.6
381, Gus Edwards,15,NYJ,W 42-21,5,35,0,0,0,0,0,3.5
382, Justice Hill,15,NYJ,W 42-21,4,15,0,0,0,0,0,1.5
383, Patrick Ricard,15,NYJ,W 42-21,0,0,0,2,0,0,0,0.0
384, Mark Ingram,16,at CLE,W 31-15,8,55,0,2,2,36,1,15.1
385, Justice Hill,16,at CLE,W 31-15,3,19,1,4,3,32,0,11.1
386, Gus Edwards,16,at CLE,W 31-15,12,66,0,1,1,7,0,7.3
387, Gus Edwards,17,PIT,W 28-10,21,130,0,1,1,2,0,13.2
388, Justice Hill,17,PIT,W 28-10,10,39,1,2,1,10,0,10.9
389, Ezekiel Elliott,1,NYG,W 35-17,13,53,1,2,1,10,0,12.3
390, Tony Pollard,1,NYG,W 35-17,13,24,0,0,0,0,0,2.4
391, Jamize Olawale,1,NYG,W 35-17,0,0,0,1,0,0,0,0.0
392, Ezekiel Elliott,2,at WAS,W 31-21,23,111,1,2,2,9,0,18.0
393, Tony Pollard,2,at WAS,W 31-21,4,22,0,1,1,3,0,2.5
394, Tony Pollard,3,MIA,W 31-6,13,103,1,3,3,25,0,18.8
395, Ezekiel Elliott,3,MIA,W 31-6,19,125,0,3,2,14,0,13.9
396, Ezekiel Elliott,4,at NO,L 10-12,18,35,1,7,6,30,0,12.5
397, Ezekiel Elliott,5,GB,L 24-34,12,62,1,3,2,29,0,15.1
398, Tony Pollard,5,GB,L 24-34,4,19,0,0,0,0,0,1.9
399, Ezekiel Elliott,6,at NYJ,L 22-24,28,105,1,6,5,48,0,21.3
400, Tony Pollard,6,at NYJ,L 22-24,3,13,0,0,0,0,0,1.3
401, Ezekiel Elliott,7,PHI,W 37-10,22,111,1,7,6,36,0,20.7
402, Tony Pollard,7,PHI,W 37-10,8,28,0,0,0,0,0,2.8
403, Ezekiel Elliott,9,at NYG,W 37-18,23,139,0,0,0,0,0,13.9
404, Tony Pollard,9,at NYG,W 37-18,3,21,0,3,1,9,0,3.0
405, Ezekiel Elliott,10,MIN,L 24-28,20,47,0,3,2,16,0,6.3
406, Tony Pollard,10,MIN,L 24-28,1,-4,0,0,0,0,0,-0.4
407, Ezekiel Elliott,11,at DET,W 35-27,16,45,1,3,2,28,1,19.3
408, Tony Pollard,11,at DET,W 35-27,2,12,0,4,4,44,1,11.6
409, Ezekiel Elliott,12,at NE,L 9-13,21,86,0,4,4,40,0,12.6
410, Tony Pollard,12,at NE,L 9-13,4,19,0,4,3,9,0,2.8
411, Ezekiel Elliott,13,BUF,L 15-26,12,71,0,10,7,66,0,13.7
412, Tony Pollard,13,BUF,L 15-26,3,7,0,1,0,0,0,0.7
413, Ezekiel Elliott,14,at CHI,L 24-31,19,81,2,5,2,12,0,21.3
414, Jamize Olawale,14,at CHI,L 24-31,0,0,0,1,0,0,0,0.0
415, Ezekiel Elliott,15,LAR,W 44-21,24,117,2,4,3,43,0,28.0
416, Tony Pollard,15,LAR,W 44-21,12,131,1,2,2,12,0,20.3
417, Ezekiel Elliott,16,at PHI,L 9-17,13,47,0,7,7,37,0,8.4
418, Tony Pollard,16,at PHI,L 9-17,2,0,0,0,0,0,0,0.0
419, Ezekiel Elliott,17,WAS,W 47-16,18,122,1,5,3,2,1,24.4
420, Tony Pollard,17,WAS,W 47-16,14,60,0,2,1,5,0,6.5
421, Derrick Henry,1,at CLE,W 43-13,19,84,1,2,1,75,1,27.9
422, Dion Lewis,1,at CLE,W 43-13,3,7,0,4,3,6,0,1.3
423, Derrick Henry,2,IND,L 17-19,15,82,1,3,2,12,0,15.4
424, Dion Lewis,2,IND,L 17-19,3,9,0,1,1,5,0,1.4
425, Derrick Henry,3,at JAC,L 7-20,17,44,1,2,1,2,0,10.6
426, Dion Lewis,3,at JAC,L 7-20,3,13,0,1,1,7,0,2.0
427, Derrick Henry,4,at ATL,W 24-10,27,100,0,1,1,8,0,10.8
428, Dion Lewis,4,at ATL,W 24-10,4,16,0,5,4,4,0,2.0
429, Derrick Henry,5,BUF,L 7-14,20,78,1,0,0,0,0,13.8
430, Dion Lewis,5,BUF,L 7-14,2,11,0,4,2,19,0,3.0
431, Derrick Henry,6,at DEN,L 0-16,15,28,0,3,1,5,0,3.3
432, Dion Lewis,6,at DEN,L 0-16,1,-1,0,3,3,20,0,1.9
433, Dalyn Dawkins,6,at DEN,L 0-16,2,2,0,0,0,0,0,0.2
434, Derrick Henry,7,LAC,W 23-20,22,90,1,1,1,18,0,16.8
435, Dion Lewis,7,LAC,W 23-20,1,2,0,1,0,0,0,0.2
436, Derrick Henry,8,TB,W 27-23,16,75,0,1,1,8,0,8.3
437, Dion Lewis,8,TB,W 27-23,0,0,0,1,1,2,0,0.2
438, Derrick Henry,9,at CAR,L 20-30,13,63,1,3,3,36,1,21.9
439, Dion Lewis,9,at CAR,L 20-30,4,20,0,5,5,33,0,5.3
440, Derrick Henry,10,KC,W 35-32,23,188,2,2,2,3,0,31.1
441, Derrick Henry,12,JAC,W 42-20,19,159,2,1,1,16,0,29.5
442, Dion Lewis,12,JAC,W 42-20,5,21,0,2,1,24,0,4.5
443, Derrick Henry,13,at IND,W 31-17,26,149,1,3,3,17,0,22.6
444, Dion Lewis,13,at IND,W 31-17,0,0,0,1,1,9,0,0.9
445, Derrick Henry,14,at LV,W 42-21,18,103,2,1,1,6,0,22.9
446, Khari Blasingame,14,at LV,W 42-21,0,0,0,2,2,47,0,4.7
447, Dion Lewis,14,at LV,W 42-21,9,26,0,1,1,5,0,3.1
448, Derrick Henry,15,HOU,L 21-24,21,86,0,1,0,0,0,8.6
449, Dion Lewis,15,HOU,L 21-24,3,10,0,1,1,11,1,8.1
450, Khari Blasingame,15,HOU,L 21-24,0,0,0,1,1,0,0,0.0
451, Dion Lewis,16,NO,L 28-38,15,68,0,2,1,19,0,8.7
452, Dalyn Dawkins,16,NO,L 28-38,9,24,0,1,0,0,0,2.4
453, Khari Blasingame,16,NO,L 28-38,0,0,0,1,0,0,0,0.0
454, Derrick Henry,17,at HOU,W 35-14,32,211,3,0,0,0,0,39.1
455, Khari Blasingame,17,at HOU,W 35-14,0,0,0,1,1,7,0,0.7
456, Dion Lewis,17,at HOU,W 35-14,1,7,0,0,0,0,0,0.7
457,Chris Carson,1,CIN,W 21-20,15,46,1,7,6,34,1,20.0
458, Rashaad Penny,1,CIN,W 21-20,6,18,0,0,0,0,0,1.8
459, Rashaad Penny,2,at PIT,W 28-26,10,62,1,1,1,3,0,12.5
460, Chris Carson,2,at PIT,W 28-26,15,60,0,3,3,27,0,8.7
461, C.J. Prosise,2,at PIT,W 28-26,2,7,0,3,3,13,0,2.0
462, Chris Carson,3,NO,L 27-33,15,52,0,1,1,-2,0,5.0
463, C.J. Prosise,3,NO,L 27-33,4,5,0,5,5,38,0,4.3
464, Chris Carson,4,at ARI,W 27-10,22,104,0,4,4,41,0,14.5
465, C.J. Prosise,4,at ARI,W 27-10,3,4,1,0,0,0,0,6.4
466, Chris Carson,5,LAR,W 30-29,27,118,0,2,1,5,1,18.3
467, Rashaad Penny,5,LAR,W 30-29,6,18,0,2,2,31,0,4.9
468, Chris Carson,6,at CLE,W 32-28,24,124,1,4,4,35,0,21.9
469, C.J. Prosise,6,at CLE,W 32-28,3,8,0,3,1,15,0,2.3
470, Nick Bellore,6,at CLE,W 32-28,0,0,0,1,1,20,0,2.0
471, Chris Carson,7,BAL,L 16-30,21,65,0,5,3,9,0,7.4
472, C.J. Prosise,7,BAL,L 16-30,1,17,0,0,0,0,0,1.7
473, Chris Carson,8,at ATL,W 27-20,20,90,1,1,0,0,0,15.0
474, Rashaad Penny,8,at ATL,W 27-20,8,55,0,0,0,0,0,5.5
475, Chris Carson,9,TB,W 40-34,16,105,0,3,2,28,0,13.3
476, Rashaad Penny,9,TB,W 40-34,4,12,0,1,0,0,0,1.2
477, Chris Carson,10,at SF,W 27-24,25,89,1,4,3,12,0,16.1
478, Rashaad Penny,10,at SF,W 27-24,2,2,0,0,0,0,0,0.2
479, Rashaad Penny,12,at PHI,W 17-9,14,129,1,1,0,0,0,18.9
480, Chris Carson,12,at PHI,W 17-9,8,26,0,4,4,31,0,5.7
481, Rashaad Penny,13,MIN,W 37-30,15,74,1,5,4,33,1,22.7
482, Chris Carson,13,MIN,W 37-30,23,102,1,2,1,7,0,16.9
483, Travis Homer,13,MIN,W 37-30,1,29,0,0,0,0,0,2.9
484, Chris Carson,14,at LAR,L 12-28,15,76,0,4,3,15,0,9.1
485, Rashaad Penny,14,at LAR,L 12-28,0,0,0,1,1,16,0,1.6
486, C.J. Prosise,14,at LAR,L 12-28,1,2,0,0,0,0,0,0.2
487, Chris Carson,15,at CAR,W 30-24,24,133,2,2,1,4,0,25.7
488, C.J. Prosise,15,at CAR,W 30-24,5,15,0,1,1,10,0,2.5
489, Travis Homer,15,at CAR,W 30-24,2,7,0,0,0,0,0,0.7
490, Nick Bellore,16,ARI,L 13-27,0,0,0,1,1,3,1,6.3
491, Chris Carson,16,ARI,L 13-27,8,40,0,1,1,20,0,6.0
492, Travis Homer,16,ARI,L 13-27,5,16,0,8,6,26,0,4.2
493, C.J. Prosise,16,ARI,L 13-27,4,14,0,0,0,0,0,1.4
494, Marshawn Lynch,17,SF,L 21-26,12,34,1,0,0,0,0,9.4
495, Travis Homer,17,SF,L 21-26,10,62,0,5,5,30,0,9.2
496,Nick Chubb,1,TEN,L 13-43,17,75,0,4,3,10,0,8.5
497, Dontrell Hilliard,1,TEN,L 13-43,1,4,1,2,1,14,0,7.8
498, D'Ernest Johnson,1,TEN,L 13-43,1,13,0,2,2,23,0,3.6
499, Nick Chubb,2,at NYJ,W 23-3,18,62,1,4,4,36,0,15.8
500, D'Ernest Johnson,2,at NYJ,W 23-3,3,8,0,4,3,42,0,5.0
501, Nick Chubb,3,LAR,L 13-20,23,96,0,7,4,35,0,13.1
502, Nick Chubb,4,at BAL,W 40-25,20,165,3,4,3,18,0,36.3
503, Dontrell Hilliard,4,at BAL,W 40-25,6,27,1,3,2,27,0,11.4
504, Nick Chubb,5,at SF,L 3-31,16,87,0,1,1,12,0,9.9
505, D'Ernest Johnson,5,at SF,L 3-31,0,0,0,1,1,6,0,0.6
506, Nick Chubb,6,SEA,L 28-32,20,122,2,6,5,17,0,25.9
507, Dontrell Hilliard,6,SEA,L 28-32,0,0,0,3,2,17,0,1.7
508, Nick Chubb,8,at NE,L 13-27,20,131,0,1,1,7,0,13.8
509, Dontrell Hilliard,8,at NE,L 13-27,1,10,0,4,4,24,0,3.4
510, Nick Chubb,9,at DEN,L 19-24,20,65,0,5,4,26,0,9.1
511, Dontrell Hilliard,9,at DEN,L 19-24,5,8,0,2,2,6,0,1.4
512, Nick Chubb,10,BUF,W 19-16,20,116,0,4,2,5,0,12.1
513, Kareem Hunt,10,BUF,W 19-16,4,30,0,9,7,44,0,7.4
514, Nick Chubb,11,PIT,W 21-7,27,92,0,1,0,0,0,9.2
515, Kareem Hunt,11,PIT,W 21-7,6,12,0,8,6,46,0,5.8
516, Nick Chubb,12,MIA,W 41-24,21,106,1,3,3,58,0,22.4
517, Kareem Hunt,12,MIA,W 41-24,8,37,1,3,2,9,0,10.6
518, Kareem Hunt,13,at PIT,L 13-20,7,46,0,5,5,19,1,12.5
519, Nick Chubb,13,at PIT,L 13-20,16,58,0,2,1,21,0,7.9
520, Kareem Hunt,14,CIN,W 27-19,9,28,1,2,2,40,0,12.8
521, Nick Chubb,14,CIN,W 27-19,15,106,0,1,1,11,0,11.7
522, Nick Chubb,15,at ARI,L 24-38,17,127,1,3,3,21,0,20.8
523, Kareem Hunt,15,at ARI,L 24-38,4,14,0,9,8,62,0,7.6
524, Nick Chubb,16,BAL,L 15-31,15,45,0,1,0,0,0,4.5
525, Kareem Hunt,16,BAL,L 15-31,2,8,0,4,4,33,0,4.1
526, Dontrell Hilliard,16,BAL,L 15-31,0,0,0,1,1,4,0,0.4
527, Nick Chubb,17,at CIN,L 23-33,13,41,0,2,1,1,0,4.2
528, Kareem Hunt,17,at CIN,L 23-33,3,4,0,4,3,32,0,3.6
529, Josh Jacobs,1,DEN,W 24-16,23,85,2,1,1,28,0,23.3
530, DeAndre Washington,1,DEN,W 24-16,2,8,0,0,0,0,0,0.8
531, Jalen Richard,1,DEN,W 24-16,1,3,0,0,0,0,0,0.3
532, Josh Jacobs,2,KC,L 10-28,12,99,0,0,0,0,0,9.9
533, DeAndre Washington,2,KC,L 10-28,3,9,0,2,2,26,0,3.5
534, Jalen Richard,2,KC,L 10-28,2,3,0,3,2,2,0,0.5
535, Josh Jacobs,3,at MIN,L 14-34,10,44,0,2,0,0,0,4.4
536, Jalen Richard,3,at MIN,L 14-34,2,15,0,3,3,14,0,2.9
537, DeAndre Washington,3,at MIN,L 14-34,6,22,0,0,0,0,0,2.2
538, Josh Jacobs,4,at IND,W 31-24,17,79,0,2,2,29,0,10.8
539, DeAndre Washington,4,at IND,W 31-24,6,18,0,3,2,8,0,2.6
540, Jalen Richard,4,at IND,W 31-24,4,17,0,1,1,1,0,1.8
541, Alec Ingold,4,at IND,W 31-24,1,1,0,0,0,0,0,0.1
542, Josh Jacobs,5,CHI,W 24-21,26,123,2,3,3,20,0,26.3
543, DeAndre Washington,5,CHI,W 24-21,6,17,1,3,3,19,0,9.6
544, Jalen Richard,5,CHI,W 24-21,2,14,0,2,2,18,0,3.2
545, Alec Ingold,5,CHI,W 24-21,1,3,0,0,0,0,0,0.3
546, Josh Jacobs,7,at GB,L 24-42,21,124,0,3,3,10,0,13.4
547, DeAndre Washington,7,at GB,L 24-42,6,29,0,1,1,12,0,4.1
548, Jalen Richard,7,at GB,L 24-42,2,2,0,1,1,5,0,0.7
549, Josh Jacobs,8,at HOU,L 24-27,15,66,0,2,2,15,0,8.1
550, Jalen Richard,8,at HOU,L 24-27,1,3,0,3,2,24,0,2.7
551, DeAndre Washington,8,at HOU,L 24-27,5,23,0,1,1,4,0,2.7
